Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Public Safety,Part I Crimes,Part I Violent Crimes,2015,1.4459225,"Census Tract 1193.42, Los Angeles County, California",119342,Panorama City,1400000US06037119342,"(34.240834, -118.4468745)",Part_I_Violent_Crimes_2015_1400000US06037119342,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2015,9.6256685,"Census Tract 2722.02, Los Angeles County, California",272202,Mar Vista,1400000US06037272202,"(33.9974645, -118.439035)",Part_I_Property_Crimes_2015_1400000US06037272202,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2012,18.547876,"Census Tract 9106.01, Los Angeles County, California",910601,Palmdale,1400000US06037910601,"(34.5836105, -118.076306)",Part_I_Property_Crimes_2012_1400000US06037910601,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2016,3.8773353,"Census Tract 5315.03, Los Angeles County, California",531503,East Los Angeles,1400000US06037531503,"(34.0294235, -118.1749085)",Part_I_Violent_Crimes_2016_1400000US06037531503,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2016,30.46595,"Census Tract 1255.01, Los Angeles County, California",125501,North Hollywood,1400000US06037125501,"(34.1621865, -118.365879)",Part_I_Property_Crimes_2016_1400000US06037125501,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2015,6.0975609,"Census Tract 6040.01, Los Angeles County, California",604001,Lawndale,1400000US06037604001,"(33.8837445, -118.356835)",Part_I_Violent_Crimes_2015_1400000US06037604001,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2013,21.15283,"Census Tract 5545.16, Los Angeles County, California",554516,Cerritos,1400000US06037554516,"(33.85597, -118.067815)",Part_I_Property_Crimes_2013_1400000US06037554516,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2014,7.1487947,"Census Tract 9203.34, Los Angeles County, California",920334,Santa Clarita,1400000US06037920334,"(34.3872515, -118.5594415)",Part_I_Property_Crimes_2014_1400000US06037920334,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2016,25.397526,"Census Tract 2134.02, Los Angeles County, California",213402,Pico-Union,1400000US06037213402,"(34.0498995, -118.28787)",Part_I_Property_Crimes_2016_1400000US06037213402,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2012,15.35865,"Census Tract 2380, Los Angeles County, California",238000,Gramercy Park,1400000US06037238000,"(33.945472, -118.3089905)",Part_I_Violent_Crimes_2012_1400000US06037238000,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2015,11.305953,"Census Tract 1909.02, Los Angeles County, California",190902,Hollywood,1400000US06037190902,"(34.0944055, -118.319012)",Part_I_Property_Crimes_2015_1400000US06037190902,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2012,9.8140497,"Census Tract 2075.01, Los Angeles County, California",207501,Downtown,1400000US06037207501,"(34.0565345, -118.2528675)",Part_I_Property_Crimes_2012_1400000US06037207501,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2014,24.412094,"Census Tract 2048.10, Los Angeles County, California",204810,Boyle Heights,1400000US06037204810,"(34.028574, -118.2027025)",Part_I_Property_Crimes_2014_1400000US06037204810,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2016,2.115283,"Census Tract 2699.03, Los Angeles County, California",269903,Palms,1400000US06037269903,"(34.020876, -118.4064875)",Part_I_Violent_Crimes_2016_1400000US06037269903,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2015,6.5758572,"Census Tract 1924.20, Los Angeles County, California",192420,Larchmont,1400000US06037192420,"(34.07987, -118.311338)",Part_I_Violent_Crimes_2015_1400000US06037192420,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2015,23.86059,"Census Tract 4812.01, Los Angeles County, California",481201,Temple City,1400000US06037481201,"(34.0971335, -118.0724615)",Part_I_Property_Crimes_2015_1400000US06037481201,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2016,22.584034,"Census Tract 2392.01, Los Angeles County, California",239201,Florence,1400000US06037239201,"(33.9857845, -118.277227)",Part_I_Property_Crimes_2016_1400000US06037239201,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2016,16.82243,"Census Tract 4086.23, Los Angeles County, California",408623,Hacienda Heights,1400000US06037408623,"(33.9957455, -117.9377215)",Part_I_Property_Crimes_2016_1400000US06037408623,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2012,18.449677,"Census Tract 4033.16, Los Angeles County, California",403316,Diamond Bar,1400000US06037403316,"(34.032461, -117.797391)",Part_I_Property_Crimes_2012_1400000US06037403316,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2016,1.332445,"Census Tract 2640, Los Angeles County, California",264000,Brentwood,1400000US06037264000,"(34.0560275, -118.4819375)",Part_I_Violent_Crimes_2016_1400000US06037264000,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2015,8.9978285,"Census Tract 1278.06, Los Angeles County, California",127806,Van Nuys,1400000US06037127806,"(34.1886615, -118.457449)",Part_I_Violent_Crimes_2015_1400000US06037127806,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2013,0.88862562,"Census Tract 1894, Los Angeles County, California",189400,Hollywood Hills,1400000US06037189400,"(34.120601, -118.3214985)",Part_I_Violent_Crimes_2013_1400000US06037189400,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2016,7.5692043,"Census Tract 1042.01, Los Angeles County, California",104201,Pacoima,1400000US06037104201,"(34.2867415, -118.4160805)",Part_I_Violent_Crimes_2016_1400000US06037104201,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2014,2.1025393,"Census Tract 9100.01, Los Angeles County, California",910001,Palmdale,1400000US06037910001,"(34.602258, -117.9288635)",Part_I_Violent_Crimes_2014_1400000US06037910001,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2015,11.452463,"Census Tract 5312.01, Los Angeles County, California",531201,East Los Angeles,1400000US06037531201,"(34.0303095, -118.186239)",Part_I_Property_Crimes_2015_1400000US06037531201,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2012,19.435884,"Census Tract 1436.02, Los Angeles County, California",143602,Studio City,1400000US06037143602,"(34.1449605, -118.387713)",Part_I_Property_Crimes_2012_1400000US06037143602,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2012,1.4716704,"Census Tract 2723.02, Los Angeles County, California",272302,Mar Vista,1400000US06037272302,"(34.0022415, -118.4275865)",Part_I_Violent_Crimes_2012_1400000US06037272302,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2015,7.6923075,"Census Tract 6705, Los Angeles County, California",670500,Rolling Hills,1400000US06037670500,"(33.760874, -118.347924)",Part_I_Property_Crimes_2015_1400000US06037670500,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2013,10.2349,"Census Tract 9203.13, Los Angeles County, California",920313,Santa Clarita,1400000US06037920313,"(34.3707695, -118.552617)",Part_I_Property_Crimes_2013_1400000US06037920313,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2015,25.119316,"Census Tract 5520.02, Los Angeles County, California",552002,Norwalk,1400000US06037552002,"(33.9127735, -118.0864385)",Part_I_Property_Crimes_2015_1400000US06037552002,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2012,4.0113263,"Census Tract 4076.01, Los Angeles County, California",407601,La Puente,1400000US06037407601,"(34.0383465, -117.947004)",Part_I_Violent_Crimes_2012_1400000US06037407601,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2013,14.369042,"Census Tract 5313.02, Los Angeles County, California",531302,East Los Angeles,1400000US06037531302,"(34.015861, -118.1840735)",Part_I_Property_Crimes_2013_1400000US06037531302,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2012,4.7651463,"Census Tract 5039.01, Los Angeles County, California",503901,La Mirada,1400000US06037503901,"(33.8905285, -118.0057775)",Part_I_Property_Crimes_2012_1400000US06037503901,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2014,12.489416,"Census Tract 1393.03, Los Angeles County, California",139303,Tarzana,1400000US06037139303,"(34.1758345, -118.533412)",Part_I_Property_Crimes_2014_1400000US06037139303,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2012,38.897095,"Census Tract 1241.03, Los Angeles County, California",124103,North Hollywood,1400000US06037124103,"(34.1884915, -118.3834125)",Part_I_Property_Crimes_2012_1400000US06037124103,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2013,35.207043,"Census Tract 4301.01, Los Angeles County, California",430101,Duarte,1400000US06037430101,"(34.13806, -117.976469)",Part_I_Property_Crimes_2013_1400000US06037430101,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2012,12.929568,"Census Tract 1203, Los Angeles County, California",120300,Panorama City,1400000US06037120300,"(34.214918, -118.439841)",Part_I_Property_Crimes_2012_1400000US06037120300,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2013,12.820513,"Census Tract 9800.26, Los Angeles County, California",980026,Tujunga,1400000US06037980026,"(34.2727625, -118.2952615)",Part_I_Violent_Crimes_2013_1400000US06037980026,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2013,8.5406609,"Census Tract 2111.20, Los Angeles County, California",211120,Westlake,1400000US06037211120,"(34.0652025, -118.286978)",Part_I_Violent_Crimes_2013_1400000US06037211120,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2012,11.761561,"Census Tract 1352.03, Los Angeles County, California",135203,West Hills,1400000US06037135203,"(34.1943875, -118.6552165)",Part_I_Property_Crimes_2012_1400000US06037135203,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2014,27.339148,"Census Tract 2312.20, Los Angeles County, California",231220,Exposition Park,1400000US06037231220,"(34.014515, -118.28932)",Part_I_Property_Crimes_2014_1400000US06037231220,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2014,2.5851939,"Census Tract 6038.02, Los Angeles County, California",603802,Lawndale,1400000US06037603802,"(33.890992, -118.348088)",Part_I_Violent_Crimes_2014_1400000US06037603802,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2012,1.6493874,"Census Tract 1096.03, Los Angeles County, California",109603,Mission Hills,1400000US06037109603,"(34.2536515, -118.465415)",Part_I_Violent_Crimes_2012_1400000US06037109603,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2012,1.172333,"Census Tract 2186, Los Angeles County, California",218600,Mid-City,1400000US06037218600,"(34.037184, -118.3427065)",Part_I_Violent_Crimes_2012_1400000US06037218600,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2012,6.299644,"Census Tract 4086.24, Los Angeles County, California",408624,Hacienda Heights,1400000US06037408624,"(33.9940835, -117.949281)",Part_I_Property_Crimes_2012_1400000US06037408624,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2013,,"Census Tract 9800.03, Los Angeles County, California",980003,Northeast Antelope Valley,1400000US06037980003,"(34.7929935, -117.957417)",Part_I_Property_Crimes_2013_1400000US06037980003,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2014,5.0933785,"Census Tract 4800.02, Los Angeles County, California",480002,East San Gabriel,1400000US06037480002,"(34.121451, -118.086002)",Part_I_Property_Crimes_2014_1400000US06037480002,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2012,37.591305,"Census Tract 5426.02, Los Angeles County, California",542602,Compton,1400000US06037542602,"(33.899639, -118.226136)",Part_I_Property_Crimes_2012_1400000US06037542602,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2015,1.723289,"Census Tract 5711.02, Los Angeles County, California",571102,Lakewood,1400000US06037571102,"(33.835982, -118.1163515)",Part_I_Violent_Crimes_2015_1400000US06037571102,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2015,18.156969,"Census Tract 1903.01, Los Angeles County, California",190301,Hollywood,1400000US06037190301,"(34.103533, -118.3178)",Part_I_Property_Crimes_2015_1400000US06037190301,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2013,2.4783146,"Census Tract 2181.20, Los Angeles County, California",218120,Arlington Heights,1400000US06037218120,"(34.0436875, -118.320626)",Part_I_Violent_Crimes_2013_1400000US06037218120,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2013,15.151515,"Census Tract 5400, Los Angeles County, California",540000,Lynwood,1400000US06037540000,"(33.9217835, -118.182427)",Part_I_Property_Crimes_2013_1400000US06037540000,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2013,37.445572,"Census Tract 2051.20, Los Angeles County, California",205120,Boyle Heights,1400000US06037205120,"(34.0191645, -118.2113105)",Part_I_Property_Crimes_2013_1400000US06037205120,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2015,1.6949153,"Census Tract 5527, Los Angeles County, California",552700,Norwalk,1400000US06037552700,"(33.898588, -118.073231)",Part_I_Violent_Crimes_2015_1400000US06037552700,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2012,1.8404908,"Census Tract 1151.03, Los Angeles County, California",115103,Northridge,1400000US06037115103,"(34.246414, -118.528551)",Part_I_Violent_Crimes_2012_1400000US06037115103,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2012,2.4056532,"Census Tract 1190.02, Los Angeles County, California",119002,Arleta,1400000US06037119002,"(34.245902, -118.428032)",Part_I_Violent_Crimes_2012_1400000US06037119002,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2013,0.2120441,"Census Tract 4612, Los Angeles County, California",461200,Altadena,1400000US06037461200,"(34.1801065, -118.113418)",Part_I_Violent_Crimes_2013_1400000US06037461200,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2016,0.51519835,"Census Tract 9203.30, Los Angeles County, California",920330,Santa Clarita,1400000US06037920330,"(34.403578, -118.5636845)",Part_I_Violent_Crimes_2016_1400000US06037920330,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2012,18.830029,"Census Tract 2965, Los Angeles County, California",296500,San Pedro,1400000US06037296500,"(33.7480855, -118.2929285)",Part_I_Property_Crimes_2012_1400000US06037296500,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2013,4.4444447,"Census Tract 1043.10, Los Angeles County, California",104310,Pacoima,1400000US06037104310,"(34.2762555, -118.4293915)",Part_I_Violent_Crimes_2013_1400000US06037104310,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2014,10.337488,"Census Tract 1081.03, Los Angeles County, California",108103,Porter Ranch,1400000US06037108103,"(34.2860705, -118.542893)",Part_I_Property_Crimes_2014_1400000US06037108103,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2012,11.834319,"Census Tract 2242, Los Angeles County, California",224200,Pico-Union,1400000US06037224200,"(34.041032, -118.277298)",Part_I_Property_Crimes_2012_1400000US06037224200,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2016,2.6290631,"Census Tract 1412.01, Los Angeles County, California",141201,Sherman Oaks,1400000US06037141201,"(34.1528925, -118.442632)",Part_I_Violent_Crimes_2016_1400000US06037141201,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2015,1.2239902,"Census Tract 1393.01, Los Angeles County, California",139301,Tarzana,1400000US06037139301,"(34.1796355, -118.556094)",Part_I_Violent_Crimes_2015_1400000US06037139301,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2012,39.594398,"Census Tract 1221.22, Los Angeles County, California",122122,Sun Valley,1400000US06037122122,"(34.220949, -118.3717735)",Part_I_Property_Crimes_2012_1400000US06037122122,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2013,13.647995,"Census Tract 9104.02, Los Angeles County, California",910402,Palmdale,1400000US06037910402,"(34.583354, -118.1255555)",Part_I_Violent_Crimes_2013_1400000US06037910402,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2014,5.3290086,"Census Tract 1911.20, Los Angeles County, California",191120,East Hollywood,1400000US06037191120,"(34.0929955, -118.3048465)",Part_I_Violent_Crimes_2014_1400000US06037191120,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2014,12.614858,"Census Tract 6023.01, Los Angeles County, California",602301,Del Aire,1400000US06037602301,"(33.905529, -118.365785)",Part_I_Property_Crimes_2014_1400000US06037602301,01/01/2014
